reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.75,119,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.8,130,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.85,143,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.9,165,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.95,219,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.975,268,Arizona,Ensemble
2025-11-29,04,1,wk inc flu hosp,2025-12-06,quantile,0.99,366,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.01,24,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.025,30,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.05,36,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.1,47,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.15,55,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.2,63,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.25,71,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.3,78,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.35,85,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.4,92,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.45,100,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.5,109,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.55,118,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.6,128,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.65,139,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.7,152,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.75,169,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.8,190,Arizona,Ensemble
